BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001024	BGC0001024	Stigmatella aurantiaca myxothiazol gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001025	BGC0001025	Myxococcus xanthus DK 1622, complete genome	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001026	BGC0001026	Metarhizium anisopliae strain ARSEF 2575 NG-391 biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Metarhizium anisopliae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0001027	BGC0001027	Nocardia farcinica IFM 10152 DNA, complete genome	NRPS	NRPS	Nocardia farcinica IFM 10152	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0001028	BGC0001028	Nostoc sp. GSV224 nostopeptolide biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. GSV224	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001029	BGC0001029	Nostoc sp. 152 ResB-like protein gene, partial cds; ABC transporter, hypothetical protein, GTP cyclohydrolase, hypothetical proteins, and putative RNA ligase genes, complete cds; nostophycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. 152	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001030	BGC0001030	Penicillium nordicum culture DAOMC:185683 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium nordicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001033	BGC0001033	Paenibacillus larvae subsp. larvae DSM 25430, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001034	BGC0001034	Sorangium cellulosum pellasoren biosynthesis gene cluster, strain So ce38	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001035	BGC0001035	Glarea lozoyensis ATCC 20868 chromosome Unknown GLAREA13, whole genome shotgun sequence	T1PKS.NRPS.betalactone	Others	Glarea lozoyensis ATCC 20868	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001036	BGC0001036	Streptomyces sp. MK498-98F14 3-dehydroquinate synthase gene, complete cds; polyoxypeptin gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MK498-98F14	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001037	BGC0001037	Aspergillus fumigatus Af293 chromosome 8, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0001039	BGC0001039	Streptomyces pyridomyceticus strain NRRL B-2517 pyridomycin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces pyridomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001040	BGC0001040	S.hygroscopicus gene cluster for polyketide immunosuppressant rapamycin	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces rapamycinicus NRRL 5491	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001041	BGC0001041	Salinispora tropica CNB-440, complete genome	NRPS-like.T1PKS.transAT-PKS-like	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001042	BGC0001042	Streptomyces flaveolus strain DSM 9954 cytochrome P450 monooxygenase gene, partial cds; hypothetical protein, acyl carrier protein, CoA ligase, methyltransferase, putative p450 monooxygenase, deoxyadenosine kinase, dehydrogenase, LysR family regulator, putative protein kinase, hypothetical proteins, TetR-like family regulator, transglycosylase-associated protein, Ser/Arg-related nuclear matrix-like protein, and chimeric AFGP/trypsinogen-like serine protease precursor, genes, complete cds; sanglifehrin A biosynthesis gene cluster, complete sequence; hypothetical protein genes, complete cds; insertion sequence IS4 and insertion sequence transposase genes, complete cds; hypothetical protein, TetR-family transcriptional regulator, and FAD-dependent monooxygenase genes, complete cds; and putative endoribonuclease gene, partial cds	T1PKS.PKS-like.NRPS.hglE-KS	PKS-NRP_Hybrids	Streptomyces flaveolus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001043	BGC0001043	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001044	BGC0001044	Leptosphaeria maculans HDX1 (HDX1), PKS1 (PKS1), and UVI-1h (UVI-1h) genes, complete cds; sirodesmin biosynthetic gene cluster, complete sequence; MP1 (MP1), and ZnF3 (ZnF3) genes, complete cds	NRPS.indole	Others	Leptosphaeria maculans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans species complex
BGC0001045	BGC0001045	Pseudomonas sp. Q71576 spiruchostatin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Pseudomonas sp. Q71576	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001046	BGC0001046	Streptomyces lydicus streptolydigin biosynthesis gene cluster, strain NRRL 2433	terpene.T1PKS.NRPS	Others	Streptomyces lydicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001047	BGC0001047	Pseudomonas syringae slyABCDE gene and ORF1, ORF7 and ORF8	T1PKS.NRPS	PKS-NRP_Hybrids	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001048	BGC0001048	Streptoalloteichus hindustanus strain ATCC 31158 tallysomycin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptoalloteichus hindustanus	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus
BGC0001049	BGC0001049	Beauveria bassiana tenellin biosynthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001050	BGC0001050	Tistrella bauzanensis thalassospiramide gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Tistrella bauzanensis	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella
BGC0001051	BGC0001051	Sorangium cellulosum strain So ce895 thuggacin biosynthetic gene cluster; complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001052	BGC0001052	Streptomyces sp. 307-9 tirandamycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. 307-9	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001053	BGC0001053	Angiococcus disciformis partial ORF16, ORF15, ORF14, ORF13, ORF12, ORF11, ORF10, ORF9, ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, tubA gene, ORF2, tubZ gene, ORF1, tubB gene, tubC gene, tubD gene, tubE gene, tubF gene, ORF17, ORF18, ORF19, ORF20, tubG gene, ORF21, ORF22, ORF23 and ORF24, strain An d48	T1PKS.NRPS	PKS-NRP_Hybrids	Archangium disciforme	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium
BGC0001054	BGC0001054	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001055	BGC0001055	Escherichia coli genome fragment containing the yersiniabactin, cob and pdu gene clusters, strain A0 34/86	T1PKS.NRPS	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0001056	BGC0001056	Serratia plymuthica zeamine operon, strain RVH1	T1PKS.NRPS.PUFA.hglE-KS	Others	Serratia plymuthica RVH1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001057	BGC0001057	Gibberella zeae aldehyde dehydrogenase (ALD), heterokaryon incompatibility protein (HET), non-ribosomal peptide synthetase (NPS), monocarboxylate transporter like-protein (MCT), and K+ channel protein (KAT) genes, complete cds; PKS gene cluster, complete sequence; and polyketide synthase (PKS13), bZIP domain-containing transcription factor (ZEB2), protein kinase Eg2-like protein (STK), and Ca2+ ATPase (ACA) genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001058	BGC0001058	Streptomyces flavoviridis culture-collection ATCC:21892 zorbamycin biosynthesis gene cluster, complete sequence; and amidohydrolase gene, partial cds	NRPS-like.NRPS	NRPS	Streptomyces pilosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001059	BGC0001059	Bacillus cereus strain UW85 zwittermicin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001063	BGC0001063	Streptomyces coelicolor A3(2) complete genome	NRPS-like.T1PKS.prodigiosin	PKS-NRP_Hybrids	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001066	BGC0001066	Streptomyces violaceoruber kendomycin biosynthetic gene cluster, strain 3844-33C	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0001069	BGC0001069	Polyangium cellulosum hypothetical protein gene, complete cds; chivosazol biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001070	BGC0001070	Streptomyces collinus kirromycin biosynthesis gene cluster, strain Tu 365	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001071	BGC0001071	Nostoc sp. 'Peltigera membranacea cyanobiont' trans-AT PKS gene cluster, complete sequence	NRPS.T1PKS.PKS-like.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Nostoc sp. 'Peltigera membranacea cyanobiont'	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001084	BGC0001084	Aspergillus sp. MF297-2 notoamide biosynthetic gene locus, partial sequence	NRPS.indole	Others	Aspergillus sp. MF297-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001085	BGC0001085	Streptomyces blastmyceticus DNA, teleocidin B biosynthetic gene cluster, its upstream and downstream region, strain: NBRC 12747	indole.NRPS	Others	Streptomyces blastmyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001088	BGC0001088	Xanthomonas albilineans gene cluster XALB1 for albicidin pathotoxin production	NRPS-like.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Xanthomonas albilineans	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0001089	BGC0001089	Bacillus amyloliquefaciens bae gene cluster directing biosynthesis of bacillaene, strain FZB42	NRPS.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001090	BGC0001090	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001091	BGC0001091	Corallococcus coralloides strain B035 antibiotic corallopyronin A biosynthetic gene cluster, complete sequence	NRPS-like.PKS-like.transAT-PKS	PKS-NRP_Hybrids	Corallococcus coralloides	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
BGC0001093	BGC0001093	Polyangium cellulosum strain So ce12 disorazole biosynthesis gene cluster, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001095	BGC0001095	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	NRPS.betalactone	Others	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001098	BGC0001098	Bacillus subtilis yxjC, yxjD, yxjE, yxjF, ituD, ituA, ituB, ituC, xynD genes, partial and complete cds	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001099	BGC0001099	Pseudomonas fluorescens strain BCCM_ID9359 kalimantacin/batumin biosynthesis gene cluster, complete sequence	PKS-like.NRPS.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001100	BGC0001100	Streptomyces rochei plasmid pSLA2-L DNA, complete sequence	NRPS.redox-cofactor.transAT-PKS	Others	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0001101	BGC0001101	Streptomyces atroolivaceus leinamycin biosynthetic gene cluster, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces atroolivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001102	BGC0001102	Burkholderia thailandensis E264 chromosome II, complete sequence	NRPS-like.T1PKS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001103	BGC0001103	Bacillus subtilis mycosubtilin operon, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001105	BGC0001105	Symbiont bacterium of Theonella swinhoei clone 1e4 onnamide biosynthesis genes, partial sequence	NRPS.transAT-PKS-like.T3PKS	PKS-NRP_Hybrids	symbiont bacterium of Theonella swinhoei Bacteria.	
BGC0001106	BGC0001106	Streptomyces albus strain JA3453 oxazolomycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001108	BGC0001108	Symbiont bacterium of Paederus fuscipes putative isocitrate dehydrogenase kinase/phosphatase gene, partial cds; and putative dioxygenase, putative pederin biosynthesis mixed type I polyketide synthase/nonribosomal peptide synthetase gene cluster, hypothetical protein, putative RNA methylase, hypothetical protein, and putative aldehyde dehydrogenase genes, complete cds	NRPS.transAT-PKS	PKS-NRP_Hybrids	symbiont bacterium of Paederus fuscipes Bacteria.	
BGC0001109	BGC0001109	Novel Gene Cluster of Pederin Biosynthesis Genes	NRPS.transAT-PKS	PKS-NRP_Hybrids	unidentified unclassified sequences.	
BGC0001110	BGC0001110	Uncultured bacterium psy1 psymberin biosynthetic gene cluster, partial sequence	PKS-like.NRPS.prodigiosin.transAT-PKS	PKS-NRP_Hybrids	uncultured bacterium psy1	Bacteria,environmental samples
BGC0001111	BGC0001111	Stigmatella aurantiaca rhizopodin biosynthetic gene cluster, strain Sg a15	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001112	BGC0001112	Burkholderia rhizoxina rhizoxin operon (rhiIGABCDHEF genes), strain B1	NRPS-like.transAT-PKS	PKS-NRP_Hybrids	Mycetohabitans rhizoxinica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0001113	BGC0001113	Burkholderia sp. FERM BP-3421 spliceostatin/FR901464 biosynthetic gene cluster, complete sequence	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia sp. FERM BP-3421	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001114	BGC0001114	Burkholderia thailandensis strain MSMB43 putative transcriptional regulator, putative alkyl hydroperoxide reductase subunit F, putative alkyl hydroperoxide reductase subunit C, TstA (tstA), TstC (tstC), TstDEF (tstDEF), TstGH (tstGH), TstI (tstI), TstJ (tstJ), TstK (tstK), TstL (tstL), TstM (tstM), TstN (tstN), TstO (tstO), TstB (tstB), TstR (tstR), TstQ (tstQ), TstP (tstP), TrpC indole-3-glycerol phosphate synthase, and ExoU type III effector protein genes, complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia thailandensis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001115	BGC0001115	Pseudoalteromonas sp. SANK 73390 plasmid pTML1 carrying thiomarinol biosynthesis cluster	PKS-like.T3PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Pseudoalteromonas sp. SANK 73390	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001116	BGC0001116	Streptomyces virginiae virginiamycin synthetic gene cluster (visF, visE, vmsT, virN, virM, vmsS, varL, virK, virJ, virI, virH, virG, virF, virE, virD, virC, virB, virA), partial and complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001117	BGC0001117	Streptomyces himastatinicus ATCC 53653 himastatin biosynthesis gene cluster	NRPS-like.NRPS	NRPS	Streptomyces himastatinicus ATCC 53653	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001119	BGC0001119	Streptomyces sp. HKI0576 divergolide biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001122	BGC0001122	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001123	BGC0001123	Aspergillus oryzae RIB40 DNA, SC001	NRPS	NRPS	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001125	BGC0001125	Cylindrospermum alatosporum CCALA 988 ORF1 (orf1) gene, complete cds; and puw gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cylindrospermum alatosporum CCALA 988	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001127	BGC0001127	Janthinobacterium agaricidamnosum jagaricin biosynthesis locus, strain DSM 9628	NRPS	NRPS	Janthinobacterium agaricidamnosum	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
BGC0001128	BGC0001128	Photorhabdus luminescens subsp. laumondii TTO1 complete genome	NRPS	NRPS	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
